id,instruction_number,instruction
64d57fc480,1,Mix all the above ingredients (without roasting them first) and push through a fine sieve.
64d57fc480,2,Store in an airtight container and close the lid tightly after use.
64d58e7c51,1,Put all ingredients (except dill) in food processor.
64d58e7c51,2,Process until smooth.
64d58e7c51,3,Add dill & process to just combine.
64d58e7c51,4,Transfer to covered container & refrigerate for a couple hours to let flavors develop.
64d58e7c51,5,Use any way you would use regular sour cream!
64d58e7c51,6,Note: umeboshi vinegar is available in asian or health food stores.
64d58e7c51,7,Other vinegars may work too but try to find it - it is really quite unique & delicious.
64d5a61162,1,Preheat oven to 450 degrees.
64d5a61162,2,Clean chicken and cut into bite-sized cubes (about 50).
64d5a61162,3,Beat egg in bowl.
64d5a61162,4,"Coat chicken in egg, turning to cover all sides."
64d5a61162,5,"In plastic, sealable gallon bag, mix all dry ingredients."
64d5a61162,6,"Place chicken pieces, a few at a time, in bag and shake to evenly coat pieces."
64d5a61162,7,Remove and place in large shallow baking dish that has been lightly sprayed or greased.
64d5a61162,8,Melt butter and drizzle over chickn pieces.
64d5a61162,9,"Bake for 5 minutes, turn each piece; bake an additional 5 minutes or until chicken is completely cooked."
64d5a61162,10,"Meanwhile, place lemon curd in microwavable bowl and heat until melted (about 1 minute on high)."
64d5a61162,11,Mix in honey and hot sauce.
64d5a61162,12,Heat again just before serving.
64d5a61162,13,"When nuggets are done and BEFORE removing from dish, drizzle honey-lemon mixture over nuggets and stir gently to coat evenly."
64d5a61162,14,Serve while hot!
64d5aadbf2,1,Cook spaghetti as directed until al dente; drain.
64d5aadbf2,2,Saute onions in pam.
64d5aadbf2,3,"Mix onions, peppers, soups, and milk together."
64d5aadbf2,4,Pour soup mixture over spaghetti and chicken in a large bowl.
64d5aadbf2,5,To eat now: Pour in casserole dish and bake uncovered in a preheated 350* oven for about 30-40 minutes.
64d5aadbf2,6,For OAMC Put mixture in containers and freeze.
64d5aadbf2,7,"To prepare for serving, thaw tetrazzini and put in a baking dish."
64d5aadbf2,8,"Bake uncovered in a preheated 350* oven until bubbly, about 30-40 minutes."
64d5d0f674,1,Blanche fennel in boiling water for 2 minutes.
64d5d0f674,2,"Combine fennel, cucumber, leek, and salt in a strainer, mix well."
64d5d0f674,3,"In a bowl, mix the yogurt, garlic, dill and chives; stir until well blended."
64d5d0f674,4,Combine all ingredients and mix well.
64d5d0f674,5,Chill for 30 minutes before serving.
64d5d0f674,6,Enjoy!
64d5d2b6af,1,"In a large mixing bowl beat together butter, 1/2 Celsius powdered sugar and honey."
64d5d2b6af,2,"Add flour, nuts, vanilla and salt."
64d5d2b6af,3,Mix thoroughly using hands if necessary.
64d5d2b6af,4,Shape into 1 inch balls and place 1 1/2 inches apart on a greased cookie sheet or on a sheet covered with parchment paper.
64d5d2b6af,5,Bake in a preheated 325 oven for 14-16 minutes or until cookies are barely tinged with brown.
64d5d2b6af,6,While warm roll in powdered sugar.
64d5d2b6af,7,Cool and roll in powdered sugar again.
64d5dbb56c,1,"Mix the mayo, sour cream and chopped chipotle's together."
64d5dbb56c,2,Mix one or two tablespoons of adobe sauce into mayo mixture until light pink (you can add more sauce or chipotle's to your liking).
64d5dbb56c,3,Add chopped green onions and mix together (can add more green onions to your liking).
64d5dbb56c,4,Set in fridge for 30 minutes for best flavor or can serve right away.
64d5e4f6cd,1,"Mix applesauce, sugar and eggwhite in a bowl."
64d5e4f6cd,2,"Mix flour, salt and baking powder in another bowl and add to applesauce mixture."
64d5e4f6cd,3,Add milk and vanilla essence.
64d5e4f6cd,4,Mix well with hands.
64d5e4f6cd,5,Form into a ball and refrigerate for 1-2 hours.
64d5e4f6cd,6,Divide dough into 16 small balls.
64d5e4f6cd,7,Roll out each ball to a 3.
64d5e4f6cd,8,"5 inch diameter circle (you will need extra flour for hands and board, since the dough is sticky)."
64d5e4f6cd,9,Place in the center of each circle one (heaping) tsp.
64d5e4f6cd,10,of the filling.
64d5e4f6cd,11,"Form triangles by folding over edges of circle and pinch to create three corners, leaving a small amount of the filling in the center uncovered."
64d5e4f6cd,12,"Bake on a sprayed cookie sheet, at 375F, 10-15 minutes or until golden brown."
64d5eb2603,1,Fry onions in vegetable oil until soft.
64d5eb2603,2,Add ground beef and cook until lightly browned.Drain fat if need be.
64d5eb2603,3,Add remaining ingredients.
64d5eb2603,4,Mix and simmer about 1/2 hour.
64d5eb2603,5,Serve on toasted bread or buns.
64d5eb2603,6,You can also sprinkle grated cheese on top if you like.
64d5eb2603,7,Double or triple the recipe and freeze in individual containers for a fast dinner another night.
64d61aa227,1,Combine first eight (8) ingredients.
64d61aa227,2,"Bring to boil; cover, reduce heat and simmer for 15 minutes."
64d61aa227,3,Discard bay leaf.
64d61aa227,4,Stir in 3 cups of diced cooked chicken and simmer an additional 5 minutes.
64d61aa227,5,"Prep time includes cooking chicken, and cutting it up for soup."
64d61aa227,6,Do not use water that chicken was cooked in to make soup.
64d61aa227,7,It would be too greasy.
64d641b04d,1,Preheat oven to 350.
64d641b04d,2,"In a small saucepan, melt caramels in 1/3 c."
64d641b04d,3,"of the evaporated milk over low heat, stirring occasionally until smooth."
64d641b04d,4,"In a large bowl, mix together remaining evaporated milk, cake mix, and melted butter."
64d641b04d,5,"Press half of mixture into bottom of ungreased 13""x9"" pan."
64d641b04d,6,Bake 10 minutes or until set.
64d641b04d,7,Sprinkle with chocolate chips and 1 c.
64d641b04d,8,of pecans.
64d641b04d,9,"Top with coconut and caramel mixture, spreading it to the edges."
64d641b04d,10,Drop teaspoonfuls of remaining cake mix on top.
64d641b04d,11,Sprinkle top with remaining pecans.
64d641b04d,12,Bake 20-25 minutes.
64d641b04d,13,Makes 30 bars.
64d6478eba,1,Melt butter in a large saucepan over medium heat.
64d6478eba,2,"Add onion and saute until pale golden, about 4 minutes."
64d6478eba,3,"Add rice and stir to coat, cook 2 minutes."
64d6478eba,4,"Add 2 cups stock, simmer intil liquid is absorbed, stirring often."
64d6478eba,5,"Continue addin 1 cup of stock at at time, stirring often and simmering until liquid is absorbed before adding more, about 20 minutes Cook until rice is tender and creamy, about 5 minutes."
64d6478eba,6,Add mascarpone cheese and salt.
64d6478eba,7,"While risotto is simmering, lightly season shrimp with pepper and wrap with proscuitto, can be pinned with tooth pick."
64d6478eba,8,"Heat oil in skillet over medium heat, add shrimo and saute until proscuitto is browned and shrimp are cooked through."
64d6478eba,9,"Divide risotto among 2 or 4 bowls and top with shrimp, garnish with basil."
64d674cda9,1,"In a large mixing bowl combine the meat, carrots, scallions, all the spices, and eggs."
64d674cda9,2,Use your hands to throughly mix all the ingredients together.
64d674cda9,3,Roll out large 1 inch meatballs with your hands.
64d674cda9,4,"Place meatballs in a large, deep frying pan, cover with lid and fry for about 10-15 minutes."
64d674cda9,5,(Drain the extra fat if using not very lean ground beef).
64d674cda9,6,Shake the pan to roll the balls around during the cooking to make sure all sides get cooked evenly.
64d674cda9,7,Note: It may take you two or three batches to get them all done).
64d674cda9,8,"For Just meatballs: Cook them all the way through, slice one to make sure it is cooked inside."
64d674cda9,9,Serve with rice.
64d674cda9,10,For the meatballs with tomato sauce: Place the meatballs in a covered dish once they are almost cooked all the way through.
64d674cda9,11,Boil the water in the frying pan and add the meatballs.
64d674cda9,12,Boil for 10 minutes and add the tomato sauce.
64d674cda9,13,Boil for a few more minutes.
64d674cda9,14,Serve over spaghetti.
64d677e1ec,1,"In a large, heavy pot, melt the butter in 2 tbsp of olive oil over medium heat."
64d677e1ec,2,Add the sliced onions and a good pinch of salt.
64d677e1ec,3,"Cover and cook slowly for about 10 minutes, stirring occasionally."
64d677e1ec,4,"Add the thyme, bay leaf, and sugar."
64d677e1ec,5,Season to taste with salt and pepper.
64d677e1ec,6,"Cook, uncovered, until onions are tender and very limp, 10-15 minutes."
64d677e1ec,7,Stir occasionally to miminize browning.
64d677e1ec,8,"Add the prunes, orange juice, balsamic vinegar and port wine."
64d677e1ec,9,"Bring to a rapid simmer, then lower the heat to a very gentle simmer."
64d677e1ec,10,"Stir often until most of the liquid is absorbed or evaporated, another 15 minutes."
64d677e1ec,11,"Add the last tablespoon of olive oil for a nice glossy finish, and adjust seasoning to your taste."
64d6949d28,1,Fill a collins or highball glass with ice.
64d6949d28,2,Add grenadine and fill with cola.
64d6949d28,3,Garnish with a maraschino cherry and an orange slice.
64d698dce2,1,Preheat oven to 350F.
64d698dce2,2,Season the roast with the dry seasonings (don't overdo).
64d698dce2,3,Sprinkle the dry soup mix onto the meat.
64d698dce2,4,Spread mushroom soup over the top and add onions.
64d698dce2,5,"Add water, cover tightly with foil."
64d698dce2,6,Bake for three hours.
64d698dce2,7,"Add any desired vegetables (potatoes, carrots, etc.)"
64d698dce2,8,during the last hour of cooking.
64d6a2c43f,1,"Cook on med-high heat the onion, bell pepper, and celery 6-8 minutes in oil until the onions and celery are semi-translucent and the bell pepper is tender."
64d6a2c43f,2,Add the garlic and cook 1-2 minutes stirring constantly so as not to burn the garlic.
64d6a2c43f,3,"Add the ham, bay leaves, thyme, hot sauce, cayenne pepper, water and beans to the pot and increase heat to high."
64d6a2c43f,4,Stir frequently until mixture comes to a boil.
64d6a2c43f,5,Decrease the heat to low and maintain a simmer.
64d6a2c43f,6,"Cover and cook for 1 1/2 hours, stirring every 30 minutes."
64d6a2c43f,7,"Uncover, increase the heat slightly to maintain the simmer and cook for another 30-40 minutes or until the beans are tender and the sauce is thickened."
64d6a2c43f,8,You can mash some of the beans with a potato masher if you like a creamier texture.
64d6a2c43f,9,"During the last 30 minutes of cooking the beans, prepare the rice."
64d6a2c43f,10,"To do this, bring 3 cups of water to a boil in one pot."
64d6a2c43f,11,"While boiling the water, in another pot melt the butter over medium heat."
64d6a2c43f,12,Add the rice and stir to combine with butter.
64d6a2c43f,13,"Add the salt and cook for 2-3 minutes, stirring frequently."
64d6a2c43f,14,Carefully pour boiling water over the rice and stir.
64d6a2c43f,15,"Decrease heat to lowest setting, cover, and cook for 15-20 minutes."
64d6a2c43f,16,Serve the beans over the rice and enjoy!
64d6ae0666,1,Mix together all ingredients in a large bowl.
64d6ae0666,2,Place in a lightly greased 13x9 casserole dish.
64d6ae0666,3,Bake in preheated 350 degree oven for 1 hour.
64d6cce586,1,Spray a small frying pan with cooking spray and heat.
64d6cce586,2,"When hot, add the pasta and lower heat."
64d6cce586,3,"Meanwhile, crack and scramble the eggs and add the remaining ingredients."
64d6cce586,4,Mix well.
64d6cce586,5,Pour the egg mixture on top of the pasta and start stirring!
64d6cce586,6,Cook for about 1 to 2 minutes.
64d6cce586,7,"The egg should still be creamy, but the cheese melted."
64d6cce586,8,Enjoy!
64d73c0a16,1,"Cut beef into 1"" strips 1/8"" thick."
64d73c0a16,2,Place skillet on high heat.
64d73c0a16,3,"When hot, add 1 T oil and stir fry meat until browned(1 1/2 to 2 minutes)."
64d73c0a16,4,Transfer meat to bowl.
64d73c0a16,5,"Add 1 T oil to skillet and add garlic, onion, and green pepper."
64d73c0a16,6,"Stir fry until onion is soft, about 3 minutes."
64d73c0a16,7,"Stir together cumin, lime juice and cornstarch, then add to skillet."
64d73c0a16,8,Return meat to pan and stir fry until mixture is hot and bubbles.
64d73c0a16,9,Transfer to bowl.
64d73c0a16,10,Serve in tortillas with garnishments.
64d7490fe1,1,Crush garlic with salt until paste like.
64d7490fe1,2,"Combine with lemon juice, oil and spices."
64d7490fe1,3,Add chicken.
64d7490fe1,4,Marinate up to 8 hours.
64d7490fe1,5,Par cook.
64d7490fe1,6,Barbecue.
64d78c7d6b,1,Combine 1-1/2 teaspoons salt and lemon juice in large bowl.
64d78c7d6b,2,"Working quickly, peel and quarter the celery root."
64d78c7d6b,3,Shred in food processor.
64d78c7d6b,4,"Combine with lemon juice and salt, tossing to coat well."
64d78c7d6b,5,Let sit about 20 minutes.
64d78c7d6b,6,"The lemon juice will tenderize the celery root, and keep it from browning as you make the dressing."
64d78c7d6b,7,Bring about a cup of water to boil in medium saucepan; set a medium bowl over pot (to make a double boiler).
64d78c7d6b,8,"Add mustard and boiling water to the bowl, whisking till well combined."
64d78c7d6b,9,"Drizzle olive oil into mustard mixture, whisking all the while."
64d78c7d6b,10,"Do this slowly and whisk well so the dressing doesn't ""break""."
64d78c7d6b,11,"Dribble vinegar into mustard mixture, still whisking constantly; add salt."
64d78c7d6b,12,Remove dressing from flame and let cool slightly.
64d78c7d6b,13,"While dressing cools, rinse shredded celery root in a fine strainer."
64d78c7d6b,14,"Squeeze out any excess moisture and return to large bowl (dry out the bowl first, though)."
64d78c7d6b,15,Toss celery root with dressing till well coated.
64d78c7d6b,16,Fold in mayonnaise gently.
64d78c7d6b,17,Stir in parsley.
64d78c7d6b,18,"This keeps in the fridge for 2-3 days, and gets more and more tender as it sits."
64d7ea632d,1,Preheat oven to 350 degrees F.
64d7ea632d,2,"After dicing the tomatoes and pickles, place them in a paper towel and pat completely dry so that there is no juices."
64d7ea632d,3,"In a medium skillet brown ground beef, then drain thoroughly."
